post_id,platform,account_name,account_type,source_category,source_url,published_at,post_text,translated_text_bm,language_detected,constituency,dun_code,district,party_mentioned,candidate_mentioned,issue_cluster,sentiment,sentiment_score,emotion,likes,comments,shares,views,engagement_total,stance_dap,stance_mca,stance_pn,stance_bn,ethnic_sensitive_flag,religion_sensitive_flag,misinformation_flag,risk_level,state,crawl_community,query_id,jenis_suara,weight_analisis,crawl_pipeline,engagement_rate
N9CN-00062,Chinese online media,Nilai Residents,Organisation,Chinese Media,https://example.com/post/62,2026-06-06 12:35:57,马口小贩反映市议会执法太严，生意难做。 #Port Dickson,"Penjaja di Bahau keluh penguatkuasaan majlis perbandaran terlalu ketat, sukar berniaga. (Port Dickson)",zh-TW,Port Dickson,NS-N29,Port Dickson,,Local ADUN,SME and Business,positive,0.96,neutral,1356,738,224,0.0,2318,,neutral,oppose,,False,False,False,Medium,Negeri Sembilan,,,,,,0.0
N9CN-00063,Community pages,Harakah Digital,Individual,Community Page,https://example.com/post/63,2026-06-04 12:50:31,Keselamatan di Nilai perlu dipertingkat — warga bimbang. (Repah),Keselamatan di Nilai perlu dipertingkat — warga bimbang. (Repah),ms,Repah,NS-N36,Jempol,PAS,,Public Safety,neutral,0.69,fear,1327,204,309,0.0,1840,,neutral,,support,False,False,False,Low,Negeri Sembilan,,,,,,0.0
N9CN-00064,Chinese online media,Public User_4821,Media,Political Party,https://example.com/post/64,2026-06-10 17:42:40,Chinese school funding remains a key narrative online. — Mambau,Chinese school funding remains a key narrative online. — Mambau,en,Mambau,NS-N23,Seremban,PAS,Anthony Loke,Chinese Education,negative,-0.92,neutral,436,405,257,25807.0,1098,,neutral,,,False,False,True,High,Negeri Sembilan,,,,,,4.25
N9CN-00065,Chinese online media,Sin Chew NS,Political,MP,https://example.com/post/65,2026-05-21 09:07:55,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 #Seremban,"PRN Negeri Sembilan hampir, kesesakan trafik di bandar Seremban semakin teruk, tempat letak kereta tidak mencukupi. (Seremban)",zh-CN,Seremban,NS-N21,Seremban,Gerakan,,Local Government Services,neutral,0.79,joy,4495,744,311,7786.0,5550,support,neutral,neutral,oppose,False,False,False,Low,Negeri Sembilan,,,,,,71.28
N9CN-00066,Community pages,Nilai Residents,Individual,Influencer,https://example.com/post/66,2026-05-19 22:54:41,假消息说某候选人退选，请勿转发。 #Tampin,Maklumat palsu kata calon tarik diri — jangan kongsi. (Tampin),zh-CN,Tampin,NS-N34,Tampin,Amanah,Local ADUN,Candidate Performance,neutral,0.03,trust,3412,191,340,34807.0,3943,oppose,support,oppose,neutral,False,False,False,Low,Negeri Sembilan,,,,,,11.33
N9CN-00067,TikTok,Seremban Voice,Political,ADUN,https://example.com/post/67,2026-06-09 09:27:47,马口小贩反映市议会执法太严，生意难做。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,,mixed,Lobak,NS-N11,Seremban,PN,Local ADUN,SME and Business,positive,-0.04,neutral,4472,346,329,0.0,5147,neutral,support,oppose,oppose,False,False,False,Low,Negeri Sembilan,,,,,,0.0
N9CN-00068,Instagram,Influencer_Amy,Political,Influencer,https://example.com/post/68,2026-05-22 05:05:06,Traffic congestion in Seremban city centre frustrates residents. — Kuala Pilah,Traffic congestion in Seremban city centre frustrates residents. — Kuala Pilah,en,Kuala Pilah,NS-N18,Kuala Pilah,Bersatu,Local ADUN,Road and Traffic,neutral,0.97,joy,1565,292,182,3632.0,2039,,oppose,oppose,support,False,False,False,Medium,Negeri Sembilan,,,,,,56.14
N9CN-00069,TikTok,Influencer_Amy,Political,Government Agency,https://example.com/post/69,2026-05-21 16:27:40,马华能否在州选中重新获得代表性？ #Tampin,Bolehkah MCA regain representasi dalam PRN negeri? (Tampin),zh-CN,Tampin,NS-N34,Tampin,Gerakan,Calon BN,MCA Relevance,negative,-0.92,neutral,4468,300,164,0.0,4932,oppose,,oppose,support,False,False,False,Medium,Negeri Sembilan,,,,,,0.0
N9CN-00070,Instagram,Sin Chew NS,Individual,Political Party,https://example.com/post/70,2026-05-18 13:56:09,Chinese school funding remains a key narrative online. — Nilai,Chinese school funding remains a key narrative online. — Nilai,en,Nilai,NS-N10,Seremban,,Calon PN,Chinese Education,neutral,0.28,fear,1310,31,73,44939.0,1414,oppose,,support,neutral,False,True,False,Medium,Negeri Sembilan,,,,,,3.15
N9CN-00071,Instagram,MCA N9 Community,Community,Community Page,https://example.com/post/71,2026-06-04 04:15:48,Keselamatan di Nilai perlu dipertingkat — warga bimbang. (Kuala Pilah),Keselamatan di Nilai perlu dipertingkat — warga bimbang. (Kuala Pilah),ms,Kuala Pilah,NS-N18,Kuala Pilah,BN,Calon PN,Public Safety,neutral,0.89,joy,2044,116,13,33205.0,2173,neutral,support,neutral,support,False,False,False,Medium,Negeri Sembilan,,,,,,6.54
N9CN-00072,X,Harakah Digital,Organisation,MP,https://example.com/post/72,2026-06-08 12:43:23,伊党因素让部分选民担忧。 #Repah,Faktor PAS membuat sebahagian pengundi bimbang. (Repah),zh-TW,Repah,NS-N36,Jempol,MCA,Anthony Loke,PAS Factor,neutral,0.73,anger,2618,683,177,36544.0,3478,,support,oppose,oppose,False,False,False,Low,Negeri Sembilan,,,,,,9.52
N9CN-00073,Chinese online media,Harakah Digital,Media,Political Party,https://example.com/post/73,2026-05-23 14:44:06,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,,mixed,Repah,NS-N36,Jempol,PAS,Calon PH,Cost of Living,positive,0.53,anger,3921,538,210,38176.0,4669,neutral,,support,support,True,False,False,Critical,Negeri Sembilan,,,,,,12.23
N9CN-00074,X,Sin Chew NS,Community,MP,https://example.com/post/74,2026-05-31 08:12:13,芦骨华人区水供不稳定，居民投诉多次。 #Kuala Pilah,"Kawasan Cina Lukut — bekalan air tidak stabil, penduduk adu berkali-kali. (Kuala Pilah)",zh-TW,Kuala Pilah,NS-N18,Kuala Pilah,PN,Calon PH,Water Supply,positive,0.53,sadness,1847,354,265,5668.0,2466,neutral,neutral,oppose,support,False,False,False,Low,Negeri Sembilan,,,,,,43.51
N9CN-00075,X,Nilai Residents,Organisation,Influencer,https://example.com/post/75,2026-06-01 03:52:34,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 #Seremban,"PRN Negeri Sembilan hampir, kesesakan trafik di bandar Seremban semakin teruk, tempat letak kereta tidak mencukupi. (Seremban)",zh-CN,Seremban,NS-N21,Seremban,Amanah,Local ADUN,Local Government Services,negative,-0.09,surprise,2168,666,107,27801.0,2941,support,neutral,,,False,True,False,Low,Negeri Sembilan,,,,,,10.58
N9CN-00076,TikTok,Nilai Residents,Individual,Community Page,https://example.com/post/76,2026-05-16 11:47:49,SME owners in Nilai worry about rising costs ahead of state election. — Rembau,SME owners in Nilai worry about rising costs ahead of state election. — Rembau,en,Rembau,NS-N26,Rembau,Gerakan,Calon BN,SME and Business,neutral,0.02,trust,2560,735,163,23134.0,3458,support,oppose,,,False,False,False,Low,Negeri Sembilan,,,,,,14.95
N9CN-00077,Facebook,Port Dickson Talk,Community,Public User,https://example.com/post/77,2026-05-02 03:00:08,行动党在森州的表现，华社有不同看法。 #Mambau,Prestasi DAP di Negeri Sembilan — komuniti Cina ada pelbagai pandangan. (Mambau),zh-TW,Mambau,NS-N23,Seremban,,Anthony Loke,DAP Performance,negative,-0.57,fear,2561,194,390,0.0,3145,support,support,oppose,,False,False,False,Critical,Negeri Sembilan,,,,,,0.0
N9CN-00078,YouTube,N9 Biz Watch,Individual,Influencer,https://example.com/post/78,2026-05-18 14:22:14,Politik agama jangan jadi isu utama PRN NS. (Rembau),Politik agama jangan jadi isu utama PRN NS. (Rembau),ms,Rembau,NS-N26,Rembau,MCA,Calon PH,Race and Religion,positive,0.29,sadness,3530,137,135,26927.0,3802,oppose,support,neutral,support,False,False,False,Low,Negeri Sembilan,,,,,,14.12
N9CN-00079,Instagram,DAP NS Updates,Community,Political Party,https://example.com/post/79,2026-05-26 05:03:59,MCA Negeri Sembilan adakan program dialog komuniti Cina. (Port Dickson),MCA Negeri Sembilan adakan program dialog komuniti Cina. (Port Dickson),ms,Port Dickson,NS-N29,Port Dickson,PN,Local ADUN,MCA Relevance,neutral,0.91,fear,1181,203,308,33273.0,1692,neutral,,oppose,oppose,True,True,False,Critical,Negeri Sembilan,,,,,,5.09
N9CN-00080,Chinese online media,Public User_4821,Individual,Public User,https://example.com/post/80,2026-06-12 08:04:08,马口小贩反映市议会执法太严，生意难做。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,,mixed,Kuala Pilah,NS-N18,Kuala Pilah,BN,Local ADUN,SME and Business,negative,0.93,neutral,3890,17,188,7683.0,4095,neutral,support,,neutral,False,False,False,Medium,Negeri Sembilan,,,,,,53.3
N9CN-00081,Instagram,Harakah Digital,Community,Public User,https://example.com/post/81,2026-05-10 21:33:03,汝来工厂区物价上涨，中小企业老板叫苦。华社关注生活费。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,,mixed,Kuala Pilah,NS-N18,Kuala Pilah,PH,Calon PN,Cost of Living,negative,0.45,surprise,258,586,358,0.0,1202,neutral,neutral,oppose,,True,False,False,Medium,Negeri Sembilan,,,,,,0.0
N9CN-00082,TikTok,N9 Biz Watch,Community,Community Page,https://example.com/post/82,2026-05-10 08:00:14,Chinese school funding remains a key narrative online. — Kuala Pilah,Chinese school funding remains a key narrative online. — Kuala Pilah,en,Kuala Pilah,NS-N18,Kuala Pilah,UMNO,Anthony Loke,Chinese Education,negative,0.88,fear,4367,350,279,47746.0,4996,oppose,neutral,,oppose,False,False,False,Critical,Negeri Sembilan,,,,,,10.46
N9CN-00083,Facebook,N9 Biz Watch,Individual,Government Agency,https://example.com/post/83,2026-05-15 02:24:06,Politik agama jangan jadi isu utama PRN NS. (Rembau),Politik agama jangan jadi isu utama PRN NS. (Rembau),ms,Rembau,NS-N26,Rembau,,Calon BN,Race and Religion,negative,0.31,surprise,2240,294,62,36098.0,2596,,neutral,neutral,oppose,False,False,False,Medium,Negeri Sembilan,,,,,,7.19
N9CN-00084,X,Influencer_Amy,Political,MP,https://example.com/post/84,2026-05-21 01:31:51,DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak. (Jempol),DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak. (Jempol),ms,Jempol,NS-N08,Jempol,,Calon PN,DAP Performance,positive,0.7,trust,4807,245,124,0.0,5176,neutral,,,,False,False,False,Low,Negeri Sembilan,,,,,,0.0
N9CN-00085,Community pages,DAP NS Updates,Individual,Influencer,https://example.com/post/85,2026-05-21 06:52:16,MCA Negeri Sembilan adakan program dialog komuniti Cina. (Rahang),MCA Negeri Sembilan adakan program dialog komuniti Cina. (Rahang),ms,Rahang,NS-N22,Seremban,DAP,Calon BN,MCA Relevance,neutral,-0.06,surprise,732,667,293,48910.0,1692,oppose,support,support,oppose,False,False,False,Low,Negeri Sembilan,,,,,,3.46
N9CN-00086,TikTok,Influencer_Amy,Political,Community Page,https://example.com/post/86,2026-05-17 01:16:29,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,,mixed,Jelebu,NS-N02,Jelebu,Bersatu,Calon PN,Local Government Services,neutral,-0.06,surprise,4450,536,252,9294.0,5238,oppose,oppose,neutral,neutral,False,False,False,Low,Negeri Sembilan,,,,,,56.36
N9CN-00087,X,Sin Chew NS,Community,ADUN,https://example.com/post/87,2026-05-17 00:02:28,Chinese school funding remains a key narrative online. — Port Dickson,Chinese school funding remains a key narrative online. — Port Dickson,en,Port Dickson,NS-N29,Port Dickson,Bersatu,Local ADUN,Chinese Education,positive,0.55,surprise,781,189,71,16756.0,1041,neutral,support,support,,True,False,False,Critical,Negeri Sembilan,,,,,,6.21
N9CN-00088,Instagram,Influencer_Amy,Community,Government Agency,https://example.com/post/88,2026-05-08 10:28:26,马华能否在州选中重新获得代表性？ #Chennah,Bolehkah MCA regain representasi dalam PRN negeri? (Chennah),zh-TW,Chennah,NS-N02,Jelebu,,Calon BN,MCA Relevance,negative,0.4,joy,2547,706,60,19835.0,3313,neutral,neutral,support,,False,False,False,Critical,Negeri Sembilan,,,,,,16.7
N9CN-00089,TikTok,Influencer_Amy,Community,Public User,https://example.com/post/89,2026-06-03 00:36:05,PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup. (Kuala Pilah),PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup. (Kuala Pilah),ms,Kuala Pilah,NS-N18,Kuala Pilah,MCA,,Cost of Living,negative,0.8,joy,505,560,258,35670.0,1323,support,,neutral,,False,False,False,Medium,Negeri Sembilan,,,,,,3.71
N9CN-00090,Facebook,Seremban Voice,Political,ADUN,https://example.com/post/90,2026-05-27 06:30:04,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak.,,mixed,Repah,NS-N36,Jempol,BN,Local ADUN,Local Government Services,negative,-0.18,neutral,178,405,130,49377.0,713,neutral,,oppose,,False,False,False,Medium,Negeri Sembilan,,,,,,1.44
N9CN-00091,Facebook,NS华人资讯站,Media,Public User,https://example.com/post/91,2026-06-10 12:38:15,Traffic congestion in Seremban city centre frustrates residents. — Repah,Traffic congestion in Seremban city centre frustrates residents. — Repah,en,Repah,NS-N36,Jempol,Bersatu,Calon PN,Road and Traffic,positive,0.63,joy,4417,136,334,8274.0,4887,,neutral,neutral,,False,False,False,Low,Negeri Sembilan,,,,,,59.06
N9CN-00092,Chinese online media,Influencer_Amy,Individual,Chinese Media,https://example.com/post/92,2026-05-30 00:28:11,芦骨华人区水供不稳定，居民投诉多次。 #Lukut,"Kawasan Cina Lukut — bekalan air tidak stabil, penduduk adu berkali-kali. (Lukut)",zh-TW,Lukut,NS-N30,Port Dickson,,Calon PN,Water Supply,positive,-0.24,joy,924,32,338,1525.0,1294,neutral,neutral,support,neutral,False,False,False,Medium,Negeri Sembilan,,,,,,84.85
N9CN-00093,TikTok,Port Dickson Talk,Media,Community Page,https://example.com/post/93,2026-05-26 07:18:05,DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak. (Kuala Pilah),DAP Negeri Sembilan perlu fokus perkhidmatan tempatan di Lobak. (Kuala Pilah),ms,Kuala Pilah,NS-N18,Kuala Pilah,,,DAP Performance,negative,0.11,sadness,4719,326,295,44575.0,5340,neutral,,,support,False,False,False,Medium,Negeri Sembilan,,,,,,11.98
N9CN-00094,Instagram,NS华人资讯站,Community,Influencer,https://example.com/post/94,2026-06-09 02:47:50,Chinese school funding remains a key narrative online. — Lukut,Chinese school funding remains a key narrative online. — Lukut,en,Lukut,NS-N30,Port Dickson,PAS,Calon BN,Chinese Education,negative,0.11,anger,1222,307,192,0.0,1721,,neutral,oppose,neutral,False,False,False,Medium,Negeri Sembilan,,,,,,0.0
N9CN-00095,Community pages,Sin Chew NS,Community,Chinese Media,https://example.com/post/95,2026-05-10 03:13:34,年轻首投族更关注就业和房价。 #Bahau,Pengundi muda first-time lebih fokus pekerjaan dan harga rumah. (Bahau),zh-CN,Bahau,NS-N08,Jempol,MCA,Calon BN,Employment,negative,-0.58,fear,4387,741,97,0.0,5225,oppose,support,neutral,neutral,False,False,True,High,Negeri Sembilan,,,,,,0.0
N9CN-00096,YouTube,Nilai Residents,Political,MP,https://example.com/post/96,2026-05-18 11:00:58,SME owners in Nilai worry about rising costs ahead of state election. — Lobak,SME owners in Nilai worry about rising costs ahead of state election. — Lobak,en,Lobak,NS-N11,Seremban,,Calon PN,SME and Business,negative,-0.06,neutral,1675,406,122,19050.0,2203,oppose,neutral,oppose,oppose,False,False,False,Low,Negeri Sembilan,,,,,,11.56
N9CN-00097,Instagram,Sin Chew NS,Organisation,Public User,https://example.com/post/97,2026-05-12 03:59:28,假消息说某候选人退选，请勿转发。 #Tampin,Maklumat palsu kata calon tarik diri — jangan kongsi. (Tampin),zh-CN,Tampin,NS-N34,Tampin,,Calon PH,Candidate Performance,negative,0.31,surprise,1195,16,133,38775.0,1344,oppose,oppose,,,False,False,False,Low,Negeri Sembilan,,,,,,3.47
N9CN-00098,Chinese online media,NS华人资讯站,Individual,Influencer,https://example.com/post/98,2026-06-09 17:02:03,伊党因素让部分选民担忧。 #Repah,Faktor PAS membuat sebahagian pengundi bimbang. (Repah),zh-TW,Repah,NS-N36,Jempol,Gerakan,Anthony Loke,PAS Factor,negative,0.69,anger,1146,737,279,36029.0,2162,support,neutral,support,neutral,False,False,False,Medium,Negeri Sembilan,,,,,,6.0
N9CN-00099,YouTube,N9 Biz Watch,Individual,Influencer,https://example.com/post/99,2026-05-14 08:05:46,Chinese school funding remains a key narrative online. — Kuala Pilah,Chinese school funding remains a key narrative online. — Kuala Pilah,en,Kuala Pilah,NS-N18,Kuala Pilah,Bersatu,Anthony Loke,Chinese Education,positive,-0.16,trust,3958,675,249,0.0,4882,neutral,neutral,neutral,oppose,False,False,True,Medium,Negeri Sembilan,,,,,,0.0
N9CN-00100,Instagram,Port Dickson Talk,Political,Public User,https://example.com/post/100,2026-05-05 12:56:09,Keselamatan di Nilai perlu dipertingkat — warga bimbang. (Lukut),Keselamatan di Nilai perlu dipertingkat — warga bimbang. (Lukut),ms,Lukut,NS-N30,Port Dickson,PAS,,Public Safety,positive,0.53,surprise,3760,578,124,15301.0,4462,neutral,support,,,False,False,False,Low,Negeri Sembilan,,,,,,29.16
N9CN-00101,Facebook,DAP NS Updates,Media,ADUN,https://example.com/post/101,2026-06-01 22:45:10,森美兰州选临近，芙蓉市区塞车问题又严重了，停车位不够。 PRN Negeri Sembilan: pengundi Cina di Seremban bincang isu kos sara hidup.,,mixed,Bahau,NS-N08,Jempol,,Anthony Loke,Cost of Living,positive,0.46,neutral,4643,486,138,0.0,5267,,support,oppose,neutral,True,False,False,Medium,Negeri Sembilan,,,,,,0.0
N9CN-00102,Facebook,Seremban Voice,Political,Chinese Media,https://example.com/post/102,2026-05-17 18:57:19,假消息说某候选人退选，请勿转发。 #Jelebu,Maklumat palsu kata calon tarik diri — jangan kongsi. (Jelebu),zh-TW,Jelebu,NS-N02,Jelebu,PAS,,Candidate Performance,negative,-0.32,neutral,4428,339,196,9671.0,4963,,oppose,support,oppose,False,False,False,Medium,Negeri Sembilan,,,,,,51.32
N9CN-00103,X,DAP NS Updates,Political,Political Party,https://example.com/post/103,2026-05-04 23:34:52,SME owners in Nilai worry about rising costs ahead of state election. — Repah,SME owners in Nilai worry about rising costs ahead of state election. — Repah,en,Repah,NS-N36,Jempol,PAS,Calon PN,SME and Business,neutral,0.21,fear,3537,190,348,25408.0,4075,support,support,support,oppose,False,False,False,Low,Negeri Sembilan,,,,,,16.04
N9CN-00104,YouTube,芙蓉街坊,Political,ADUN,https://example.com/post/104,2026-05-29 23:28:03,MCA Negeri Sembilan adakan program dialog komuniti Cina. (Repah),MCA Negeri Sembilan adakan program dialog komuniti Cina. (Repah),ms,Repah,NS-N36,Jempol,MCA,Local ADUN,MCA Relevance,positive,0.24,neutral,1535,441,229,34083.0,2205,support,neutral,neutral,,False,True,False,Low,Negeri Sembilan,,,,,,6.47
N9CN-00105,Chinese online media,Nilai Residents,Community,Chinese Media,https://example.com/post/105,2026-06-04 23:54:31,芦骨华人区水供不稳定，居民投诉多次。 #Bukit Kepayang,"Kawasan Cina Lukut — bekalan air tidak stabil, penduduk adu berkali-kali. (Bukit Kepayang)",zh-TW,Bukit Kepayang,NS-N21,Seremban,UMNO,Calon BN,Water Supply,neutral,-0.16,fear,1195,64,85,28097.0,1344,support,,oppose,,False,False,False,Low,Negeri Sembilan,,,,,,4.78
